aaaa=1,啊啊啊啊
fjtr=1,饭团
fjts=1,饭桶
fjtv=1,反推
fjtv=2,封建统治
fjtx=1,富甲天下
fjtz=1,烦透
fjua=1,犯傻
fjua=2,反杀
fjuc=1,饭勺
fjud=1,翻晒
fjud=2,封建时代
fjue=1,反射
fjuf=1,翻身
fjuf=2,反身
fjug=1,繁盛
fjuh=1,犯上
fjuh=2,反伤
fjuh=3,封建社会
fjui=1,凡是
fjui=2,凡事
fjui=3,反噬
fjuj=1,翻山
fjuq=1,封建时期
fjuq=2,非军事区
fjuu=1,翻书
fjuu=2,番薯
fjuu=3,飞机失事
fjuv=1,反水
fjuz=1,反手
fjuz=2,贩售
fjva=1,反诈
fjvc=1,翻找
fjvd=1,封建制度
fjve=1,泛着
fjvf=1,反震
fjvf=2,发家致富
fjvg=1,反正
fjvg=2,反证
fjvi=1,繁殖
fjvi=2,反之
fjvj=1,反战
fjvj=2,范进中举
fjvj=3,反间之计
fjvl=1,缚鸡之力
fjvl=2,饭庄
fjvm=1,非静止画面
fjvo=1,饭桌
fjvr=1,反转
fjvr=2,翻转
fjvs=1,繁重
fjvs=2,繁中
fjvv=1,费尽周折
fjvv=2,封建专制
fjvx=1,抚今追昔
fjvx=2,封建主义思想
fjvy=1,封建主义
fjvz=1,泛舟
fjvz=2,飞机制造
fjwd=1,番外
fjwf=1,反问
fjwf=2,范文
fjwh=1,藩王
fjwi=1,封建王朝
fjwj=1,饭碗
fjwu=1,反诬
fjwu=2,繁芜
fjwv=1,封建王朝
fjww=1,范围
fjww=2,反胃
fjxb=1,翻新
fjxb=2,烦心
fjxi=1,反洗
fjxj=1,费尽心机
fjxk=1,反省
fjxk=2,繁星
fjxl=1,反向
fjxl=2,反响
fjxl=3,风景秀丽
fjxm=1,返现
fjxn=1,返校
fjxq=1,翻修
fjxq=2,返修
fjxr=1,反选
fjxs=1,费尽心思
fjxu=1,凡需
fjxx=1,犯下
fjxx=2,费尽心血
fjyb=1,翻印
fjyc=1,反咬
fjye=1,翻页
fjyf=1,富甲一方
fjyh=1,放假以后
fjyi=1,翻译
fjyi=2,反义
fjyj=1,繁衍
fjyj=2,翻眼
fjyk=1,反应
fjyk=2,反映
fjym=1,风景优美
fjyr=1,丰俭由人
fjys=1,翻涌
fjyt=1,翻阅
fjyt=2,翻越
fjyu=1,繁育
fjyu=2,番禺
fjyy=1,贩运
fjyy=2,犯晕
fjyz=1,烦忧
fjyz=2,饭友
fjyz=3,反犹
fjza=1,繁杂
fjza=2,烦杂
fjzc=1,烦躁
fjzd=1,富家子弟
fjzg=1,范增
fjzi=1,贩子
fjzo=1,反坐
fjzp=1,封建糟粕
fjzr=1,防君子不防小人
fjzu=1,返祖
fjzv=1,犯罪
fjzw=1,反贼
fkau=1,疯狂暗示
fkbg=1,逢考必过
fkdg=1,富可敌国
fkdh=1,疯狂打电话
fkdi=1,疯狂动物城
fkdj=1,浮夸的演技
fkdn=1,放空大脑
fkdv=1,反恐斗争
fkfu=1,付款方式
fkhz=1,反恐合作
fkil=1,罚款处理
fkip=1,凡客诚品
fkiq=1,翻空出奇
fkjb=1,防空警报
fkjl=1,访客记录
fkjv=1,佛靠金装
fkjy=1,反恐精英
fkld=1,防空雷达
fkld=2,福克兰群岛
fklj=1,风口浪尖
fknz=1,放空脑子
fkqi=1,俯瞰全场
fksx=1,放开思想
fktd=1,飞科剃须刀
fktd=2,付款通道
fkue=1,罚款数额
fkui=1,疯狂输出
fkuj=1,放开手脚
fkux=1,佛口蛇心
fkux=2,佛口圣心
fkuy=1,方可使用
fkuy=2,分开使用
fkwv=1,反客为主
fkxs=1,疯狂星期四
fkyj=1,反馈意见
fkyp=1,反抗压迫
fkyr=1,疯狂原始人
fkyv=1,妇科炎症
fkyy=1,疯狂英语
flbh=1,法律保护
flbh=2,费力不讨好
flbj=1,放浪不羁
flbj=2,翻录必究
flbq=1,分类标签
flbr=1,翻脸不认人
flbr=2,翻脸不认
flbv=1,法律保障
flbv=2,翻脸不认账
flck=1,分类词库
flcp=1,福利彩票
flcz=1,风流才子
fldc=1,发了大财
fldf=1,反垄断法
fldj=1,犯了大忌
fldk=1,符拉迪沃斯托克
fldm=1,飞离地面
fldv=1,峰峦叠嶂
fldw=1,法律地位
fldy=1,福利待遇
flel=1,焚林而猎
flet=1,焚林而田
flfd=1,风力发电
flfg=1,法律法规
flfk=1,奋力反抗
flfm=1,非驴非马
flfq=1,翻来覆去
flfq=2,飞来飞去
flfw=1,法律服务
flfz=1,纷乱复杂
flgd=1,法律规定
flgj=1,分裂国家
flgp=1,放了个屁
flgt=1,翻了个底朝天
flgw=1,法律顾问
flgw=2,犯了个错误
flhd=1,发来贺电
flhd=2,福利活动
flhh=1,飞来横祸
flhj=1,法律环境
flht=1,返老还童
flhu=1,风林火山
flii=1,翻脸成仇
flim=1,分离重码
fliu=1,法律常识
flix=1,法律程序
flix=2,风流成性
fliz=1,泛滥成灾
fljd=1,风流绝代
fljg=1,分类价格
fljj=1,福利基金
fljl=1,费了九牛二虎之力
fljq=1,分裂间期
flju=1,傅雷家书
flju=2,法律解释
fljv=1,奋力角逐
fljx=1,封狼居胥
flkf=1,法兰克福
flkh=1,风流快活
flkk=1,发来看看
flkl=1,富兰克林
flkt=1,弗兰肯斯坦
flkz=1,法律空子
flld=1,佛罗里达
flld=2,佛罗里达半岛
fllj=1,分类垃圾
fllj=2,费了老劲
fllq=1,风里来，雨里去
fllq=2,风里来雨里去
fllr=1,佛罗里达不养闲人
flls=1,佛罗伦萨
fllv=1,佛罗里达州
fllx=1,费力劳心
flmb=1,犯了毛病
flmd=1,法律面前人人平等
flmg=1,弗拉门戈
flmg=2,弗拉明戈
flmq=1,法律面前
flmu=1,风流名士
flnl=1,服了你了
flpb=1,奋力拼搏
flpj=1,防狼喷剂
flpw=1,防狼喷雾
flpx=1,法律培训
flqg=1,风流千古
flqj=1,奋力抢救
flqw=1,法律权威
flrj=1,峰峦如聚
flrm=1,纷乱如麻
flrw=1,风流人物
flry=1,风流儒雅
flss=1,法律诉讼
flth=1,富丽堂皇
fltl=1,法律条例
fltt=1,风流倜傥
fltt=2,犯了天条
fltw=1,法律条文
flud=1,法律手段
flud=2,放老实点
fluq=1,福禄双全
fluv=1,放量上涨
fluv=2,风流水转
flux=1,福禄寿喜
flux=2,福禄寿禧
fluy=1,福利事业
flvc=1,法律制裁
flvc=2,涪陵榨菜
flvd=1,法律制度
flvg=1,奋力追赶
flvi=1,飞流直下三千尺
flvk=1,饭来张口
flvk=2,发聋振聩
flvm=1,分离重码
flvn=1,犯了众怒
flvu=1,法律知识
flvx=1,飞流直下
flvy=1,分离主义
flvy=2,分裂主义
flwb=1,法力无边
flwd=1,非礼勿动
flwh=1,法律委员会
flwj=1,法律文件
flwq=1,翻脸无情
flwt=1,非礼勿听
flwu=1,非礼勿视
flwu=2,法律文书
flwv=1,分类网站
flwy=1,非礼勿言
flxd=1,父老兄弟
flxd=2,放量下跌
flxg=1,法兰西玫瑰
flxh=1,放浪形骸
flxl=1,法律效力
flxq=1,父老乡亲
flxq=2,奋力向前
flxs=1,风流潇洒
flxy=1,扶老携幼
flyb=1,奋力一搏
flyb=2,翻了一倍
flyd=1,弗洛伊德
flyf=1,翻了一番
flyg=1,发了一个
flyg=2,风浪越大鱼越贵
flyh=1,傅里叶变换
flyj=1,法律依据
flyk=1,傅立叶展开
flys=1,风流云散
flyu=1,风流韵事
flyu=2,法律意识
flyv=1,法律援助
flyy=1,风灵月影
flzr=1,法律责任
flzt=1,飞龙在天
flzx=1,法律咨询
fmbd=1,负面报道
fmbd=2,放明白点
fmbh=1,分门别户
fmbl=1,锋芒毕露
fmbl=2,分门别类
fmbr=1,锋芒逼人
fmbv=1,分秒必争
fmdi=1,粉墨登场
fmdz=1,佛门弟子
fmeq=1,奋袂而起
fmgl=1,放马过来
fmhp=1,放马后炮
fmib=1,飞沫传播
fmii=1,反目成仇
fmiz=1,发明创造
fmjb=1,放慢脚步
fmjc=1,反面教材
fmjd=1,佛门净地
fmjd=2,放慢进度
fmjj=1,封茗囧菌
fmjl=1,佛门戒律
fmjs=1,反面角色
fmjt=1,佛门净土
fmlj=1,凤毛麟角
fmnj=1,风马牛不相及
fmpj=1,负面评价
fmpl=1,负面评论
fmqf=1,夫目前犯
fmqg=1,风靡全国
fmqg=2,风貌全国
fmqq=1,风靡全球
fmqq=2,肥马轻裘
fmqx=1,负面情绪
fmrw=1,反面人物
fmsx=1,锋芒所向
fmuw=1,父母双亡
fmve=1,父母之恩
fmvi=1,防民之口，甚于防川
fmvl=1,发明专利
fmvm=1,父母之命
fmvy=1,凤鸣朝阳
fmwi=1,反目为仇
fmwj=1,奉命唯谨
fmwq=1,反面无情
fmxd=1,父母兄弟
fmxs=1,伐毛洗髓
fmxu=1,奉命行事
fmxw=1,负面新闻
fmys=1,负面因素
fmyu=1,风靡一时
fmyx=1,负面影响
fmyz=1,蜂蜜柚子
fmzy=1,负面作用
fnbk=1,非你不可
fndb=1,妇女代表
fndh=1,妇女大会
fndn=1,愤怒的小鸟
fndt=1,非牛顿流体
fndw=1,妇女地位
fnet=1,妇女儿童
fnfw=1,份内份外
fngc=1,肥醲甘脆
fngj=1,逢年过节
fngx=1,父女关系
fnhi=1,飞鸟和蝉
fnjc=1,飞鸟尽良弓藏
fnjc=2,飞鸟尽，良弓藏
fnjf=1,妇女解放
fnjk=1,妇女健康
fnjt=1,烦恼皆因强出头
fnks=1,菲尼克斯
fnlh=1,妇女联合会
fnlr=1,父女两人
fnmp=1,放你妈狗屁
fnmu=1,非你莫属
fnnp=1,放你娘的屁
fnql=1,妇女权利
fnqu=1,父女情深
fnqy=1,妇女权益
fntt=1,妇女团体
fnvu=1,分内之事
fnvu=2,份内之事
fnvy=1,妇女之友
fnwu=1,妇女卫生
fnym=1,放你一马
fnym=2,冯诺依曼
fnzv=1,妇女组织
fodc=1,佛道
fodg=1,佛灯
fodm=1,佛典
fodm=2,佛殿
fofa=1,佛法
fogl=1,佛光
fohc=1,佛号
fohn=1,仿佛还能
fojh=1,非欧几何
fojk=1,佛经
fojn=1,佛教
fojn=2,佛脚
fojx=1,佛家
fokj=1,佛龛
folc=1,佛老
fole=1,佛了
foli=1,佛理
foli=2,佛历
fomf=1,佛门
fong=1,仿佛能够
foqm=1,佛前
foqu=1,佛曲
fosi=1,佛寺
fota=1,佛塔
foth=1,佛堂
foto=1,佛陀
fotz=1,佛头
foui=1,佛事
fouj=1,佛山
fouo=1,佛说
fouu=1,佛书
fouz=1,佛手
fovf=1,佛振
fovu=1,佛珠
fovu=2,佛主
foxb=1,佛心
foxi=1,佛系
foxk=1,佛性
foxl=1,佛像
foxt=1,佛学
foya=1,佛牙
foyb=1,佛印
foye=1,佛爷
foyr=1,佛缘
foyt=1,佛曰
fozu=1,佛祖
fozu=2,仿佛在说
fpbh=1,风评被害
fpdd=1,奉陪到底
fpfa=1,分配方案
fpfu=1,分配方式
fpfv=1,风评反转
fpgp=1,分配公平
fpgv=1,返璞归真
fpkf=1,扶贫开发
fplc=1,浮皮潦草
fplj=1,风平浪静
fplr=1,分配利润
fpmr=1,疯批美人
fpqk=1,分配情况
fprw=1,分配任务
fprw=2,反派人物
fpsd=1,反派死于话多
fptd=1,分配土地
fptv=1,分配体制
fptx=1,幅频特性
fpuk=1,抚平伤口
fpvc=1,分配政策
fpvd=1,分配制度
fpwb=1,分配完毕
fpwk=1,访贫问苦
fpxy=1,幅频响应
fpyq=1,发朋友圈
fpyz=1,分配原则
fqbd=1,分歧不大
fqbh=1,饭前便后
fqbk=1,非去不可
fqbn=1,夫妻本是同林鸟
fqbx=1,肺气不宣
fqcv=1,风前残烛
fqdk=1,放弃抵抗
fqdv=1,反其道而行之
fqdx=1,反其道而行
fqdy=1,分清敌友
fqea=1,夫妻恩爱
fqfd=1,富强发达
fqfg=1,非亲非故
fqfh=1,饭前饭后
fqfk=1,分期付款
fqfk=2,奋起反抗
fqfm=1,反清复明
fqfm=2,夫妻反目
fqfp=1,夫妻肺片
fqfp=2,分期分批
fqgf=1,番茄工作法
fqgq=1,夫妻感情
fqgx=1,夫妻关系
fqht=1,发起话题
fqhy=1,负屈含冤
fqid=1,番茄炒蛋
fqiy=1,风起潮涌
fqiz=1,负气出走
fqjg=1,发起进攻
fqkf=1,分期开发
fqkl=1,分情况讨论
fqll=1,飞起来了
fqlv=1,番茄连招
fqmq=1,父亲母亲
fqmv=1,富强民主
fqmx=1,分期免息
fqmx=2,富强民主文明和谐
fqmy=1,扶清灭洋
fqrv=1,非全日制
fqsd=1,放轻松点
fqtd=1,番茄土豆
fqth=1,非全贴合
fqtm=1,非全贴合屏幕
fqtp=1,发起投票
fqtx=1,发起偷袭
fquf=1,分清是非
fquf=2,夫妻双方
fquh=1,夫妻生活
fquh=2,夫妻双双把家还
fqun=1,肺气上逆
fquu=1,夫妻双双
fquv=1,酚醛树脂
fqvh=1,焚琴煮鹤
fqvj=1,夫妻之间
fqvj=2,反求诸己
fqvl=1,放弃治疗
fqvm=1,风樯阵马
fqvv=1,奋起直追
fqvx=1,风气之先
fqwh=1,房前屋后
fqwh=2,饭圈文化
fqwj=1,非请勿进
fqwr=1,非请勿入
fqwu=1,废寝忘食
fqwv=1,风情万种
fqwx=1,发起位置共享
fqxu=1,番茄小说
fqxu=2,饭前洗手
fqxx=1,发群消息
fqyb=1,枫桥夜泊
fqyd=1,风轻云淡
fqyd=2,风清云淡
fqyi=1,夫妻一场
fqyj=1,飞起一脚
fqyl=1,风清月朗
fqyl=2,分区压力
fqym=1,风趣幽默
fqyq=1,放弃一切
fqyv=1,风情月债
fqyy=1,风起云涌
fqyz=1,封妻荫子
fqzb=1,飞墙走壁
fqzr=1,负起责任
fqzu=1,飞禽走兽
frbg=1,放任不管
frbg=2,法人变更
frbu=1,逢人便说
frbx=1,凡人不可貌相
frby=1,怫然不悦
frby=2,服软不服硬
frdb=1,法人代表
frdh=1,福如东海
frdj=1,肥肉大酒
frdw=1,法人地位
fref=1,废然而返
frfq=1,繁荣富强
frft=1,丰乳肥臀
frfv=1,繁荣发展
frfy=1,附儒风雅
frhj=1,肥肉厚酒
frhw=1,翻然悔悟
frhw=2,幡然悔悟
friu=1,繁荣昌盛
friu=2,芙蓉出水
friv=1,斐然成章
frjd=1,福人居福地
frjj=1,繁荣经济
frjt=1,富人家庭
frju=1,逢人就说
frjv=1,妇孺皆知
frkv=1,放入口中
frlz=1,反人类罪
frnl=1,芙蓉女儿诔
frnv=1,肤如凝脂
frqg=1,夫荣妻贵
frqh=1,逢人且说三分话
frsf=1,发人所未发
frsl=1,否认三连
fruf=1,法人身份
fruh=1,疯人说疯话
frum=1,奉若神明
frus=1,发人深思
fruu=1,发人深省
fruu=2,否认事实
frux=1,发人深省
frvb=1,奉若至宝
frvh=1,逢人只说三分话
frvj=1,妇人之见
frvm=1,凡人之躯，比肩神明
frvq=1,凡人之躯
frvr=1,妇人之仁
frvw=1,防人之心不可无
frvx=1,防人之心
frwd=1,繁荣稳定
frwh=1,繁荣文化
frwj=1,乏人问津
frwy=1,芙蓉王源
frxi=1,妇人心肠
frxj=1,飞入寻常百姓家
frxv=1,凡人修仙传
frxv=2,凡人修真
frxw=1,幡然醒悟
frxw=2,繁荣兴旺
fryq=1,否认一切
fryu=1,弗如远甚
fryx=1,富人游戏
fryz=1,方枘圆凿
frzg=1,法人资格
frzl=1,放任自流
frzs=1,怫然作色
frzy=1,放任自由
frzy=2,凡人遭殃
fsbk=1,非死不可
fsdk=1,奋死抵抗
fsdq=1,分散对齐
fsdx=1,发送短信
fsfs=1,放松放松
fsfv=1,飞速发展
fsfx=1,分散风险
fsgq=1,发思古之幽情
fsgy=1,发送给朋友
fshd=1,粉丝互动
fshx=1,粉丝画像
fsjh=1,粉丝见面会
fsju=1,非死即伤
fslb=1,粉丝列表
fslj=1,粉丝滤镜
fsly=1,副司令员
fsnd=1,粉丝粘度
fsnx=1,粉丝黏性
fsrl=1,烦死人了
fsrq=1,风俗人情
fssw=1,发散思维
fsub=1,发送失败
fsvq=1,肤色正确
fswl=1,烦死我了
fswy=1,方遂吾愿
fsxg=1,风俗习惯
fsxu=1,飞速行驶
fsxv=1,粉碎性骨折
fsxx=1,封锁消息
fszj=1,父死子继
ftbd=1,坟头蹦迪
ftbj=1,非他不嫁
ftbk=1,非他不可
ftbq=1,非她不娶
ftbr=1,粪土不如
ftdc=1,飞天大草
ftdd=1,飞天遁地
ftde=1,肥头大耳
ftdh=1,赴汤蹈火
ftdh=2,分田到户
ftdx=1,非同等闲
ftel=1,纷沓而来
ftev=1,纷沓而至
ftex=1,非同儿戏
ftfd=1,翻天覆地
ftfv=1,腹痛腹胀
ftfx=1,非同凡响
ftgz=1,非通归字
ftiy=1,奉天承运
ftjp=1,分体键盘
ftju=1,非条件反射
ftkl=1,分庭抗礼
ftkp=1,反坦克炮
ftls=1,反托拉斯
ftlt=1,废铜烂铁
ftmq=1,风土民情
ftmt=1,飞天茅台
ftmu=1,非他莫属
ftmu=2,非她莫属
ftqd=1,沸腾期待
ftqu=1,粪土墙壁不可刷
ftrd=1,法庭认定
ftrd=2,飞天入地
ftrq=1,风土人情
ftry=1,凡胎肉眼
ftti=1,法庭调查
fttj=1,法庭调解
ftuj=1,法庭上见
ftuj=2,发帖时间
ftvf=1,佛头着粪
ftvh=1,焚天煮海
ftvj=1,风头正劲
ftvu=1,风头正盛
ftvw=1,繁体中文
ftwd=1,肥田沃地
ftxd=1,分头行动
ftxd=2,法天象地
ftxi=1,非同寻常
ftxk=1,非同小可
ftxw=1,犯天下之大不韪
ftyb=1,非同一般
ftyl=1,冯唐易老
ftym=1,放他一马
ftyu=1,风调雨顺
ftyw=1,非同以往
ftyx=1,非特异性
fuai=1,父爱
fuai=2,抚爱
fuan=1,伏案
fubc=1,福报
fubd=1,腐败
fubd=2,风水宝地
fubf=1,副本
fubi=1,伏笔
fubi=2,复辟
fubk=1,伏兵
fubk=2,浮冰
fubl=1,肥水不外流
fubm=1,复变
fubn=1,附表
fubn=2,浮标
fubo=1,复播
fubt=1,肥水不流外人田
fubu=1,腹部
fubu=2,副部
fubw=1,父辈
fubw=2,腹背
fuby=1,伏尸遍野
fucd=1,福彩
fucd=2,辅材
fuce=1,复测
fuci=1,副词
fucl=1,防水材料
fuco=1,浮厝
fucs=1,服从
fucw=1,发生错误
fuda=1,福大
fudc=1,辅导
fudc=2,妇道
fudd=1,附带
fudd=2,福袋
fude=1,福德
fude=2,妇德
fudh=1,翻山倒海
fudh=2,放声大喊
fudi=1,府邸
fudi=2,腹地
fudi=3,福地
fudj=1,负担
fudj=2,复旦
fudk=1,放声大哭
fudl=1,反射定律
fudm=1,浮点
fudn=1,浮雕
fudn=2,浮吊
fudq=2,发生的一切
fuds=1,浮动
fuds=2,拂动
fudu=1,幅度
fudu=2,复读
fudv=1,副队
fudx=1,放声大笑
fuee=1,腐恶
fuel=1,负手而立
fueq=2,飞逝而去
fufa=1,复发
fufa=2,伏法
fuff=1,福分
fufg=1,扶风
fufh=1,复方
fufj=1,浮泛
fufj=2,缚手缚脚
fufl=1,费时费力
fufl=2,风水泛滥
fufu=1,夫妇
fufu=2,分身乏术
fufw=1,付费
fufw=2,腹诽
fugb=1,发生改变
fugc=1,腹稿
fugc=2,讣告
fugd=1,覆盖
fuge=1,副歌
fuge=2,富哥
fugg=1,放声高歌
fugi=1,放声歌唱
fugm=1,发烧感冒
fugn=2,俯首甘为孺子牛
fugn=3,法属圭亚那
fugo=1,拂过
fugo=2,复国
fugo=3,富国
fugr=1,副官
fugs=1,复工
fugs=2,副攻
fugu=1,复古
fugv=1,富贵
fugv=2,复归
fugw=1,付给
fugx=1,发生关系
fugz=1,扶沟
fuhc=1,符号
fuhc=2,富豪
fuhe=1,符合
fuhe=2,附和
fuhe=3,复合
fuhh=1,复航
fuhj=1,富含
fuhj=2,复函
fuhk=1,腐坏
fuhl=1,父皇
fuhl=2,风声鹤唳
fuho=1,复活
fuho=2,俘获
fuhu=1,富户
fuhu=2,伏虎
fuhv=1,赴会
fuhw=1,腹黑
fuhx=1,孵化
fuhx=2,浮华
fuhy=1,复婚
fuhz=1,附后
fuia=1,复查
fuid=1,夫差
fuif=1,浮沉
fuif=2,拂尘
fuig=1,府城
fuii=1,扶持
fuii=2,俯首称臣
fuij=1,妇产
fuis=1,俯冲
fuit=2,发生冲突
fuiu=1,付出
fuiu=2,复出
fuiu=3,浮出
fuiz=1,复仇
fuiz=2,腐臭
fujb=1,附近
fujc=1,防水卷材
fuji=1,伏击
fuji=2,腹肌
fujk=1,赴京
fujk=2,负荆
fujl=1,副将
fujl=2,丰神俊朗
fujl=3,福将
fujm=1,福建
fujm=2,附件
fujp=1,符节
fujq=1,负疚
fujs=2,愤世嫉俗
fuju=1,副局
fuju=2,俯拾皆是
fujw=1,防暑降温
fujx=1,附加
fujx=2,富家
fujy=1,夫君
fujy=2,逢十进一
fukd=1,反手可得
fuke=1,妇科
fuke=2,复刻
fukf=1,复垦
fukh=1,富康
fuki=1,乏善可陈
fukj=1,俯瞰
fukj=2,俯看
fukl=1,富矿
fukl=2,逢山开路
fukl=3,分手快乐
fukn=1,福寿康宁
fuko=1,肤廓
fukq=3,逢山开路遇水搭桥
fukq=4,逢山开路，遇水搭桥
fukr=1,付款
fukr=2,幅宽
fukr=3,焚书坑儒
fuks=1,浮空
fuku=1,府库
fukv=1,浮亏
fukx=1,浮夸
fulc=1,父老
fulc=2,服老
fule=1,服了
fuli=1,福利
fuli=2,浮力
fuli=3,复利
fulj=1,腐烂
fulk=1,涪陵
fulm=1,妇联
fuln=1,辅料
fuln=2,敷料
fulr=1,孵卵
fulu=2,俘虏
fulu=3,附录
fulv=1,风水轮流转
fulw=1,负累
fulw=2,父类
fulx=1,凡事留一线
fuma=1,驸马
fumb=1,富民
fumb=2,法式面包
fumj=1,服满
fumk=1,复命
fumk=3,浮名
fumm=1,负面
fumm=2,拂面
fumo=1,抚摸
fumo=2,附魔
fump=1,覆灭
fumu=1,父母
fumw=1,赴美
fumw=2,辅酶
fumy=3,放射免疫
fung=1,赋能
funi=1,拂逆
funs=1,抚弄
funs=2,富农
funu=1,覆水难收
funv=1,妇女
funv=2,父女
funv=3,腐女
funw=1,腹内
funw=3,府内
funx=1,凡是那些
fupb=1,扶贫
fupd=1,复牌
fupi=1,麸皮
fupi=2,复辟
fupj=1,复盘
fupk=1,抚平
fupk=2,浮萍
fupm=1,负片
fupn=1,浮漂
fupo=1,富婆
fuqb=1,父亲
fuqb=2,抚琴
fuqh=1,反受其害
fuqi=1,夫妻
fuqi=2,服气
fuqk=1,付清
fuql=1,富强
fuql=2,腹腔
fuqm=1,肤浅
fuqm=2,付钱
fuqn=1,浮桥
fuqr=1,父权
fuqr=2,副券
fuqt=1,福寿齐天
fuqu=1,负屈
furc=1,富饶
furf=1,夫人
furf=2,妇人
furf=3,富人
furi=1,赴日
furj=1,复燃
furj=2,怫然
furm=1,浮生若梦
furo=1,扶弱
furr=1,服软
furs=1,芙蓉
furu=1,妇孺
furu=2,腐乳
furu=3,弗如
fury=3,丰神如玉
furz=1,腐肉
fusd=1,复赛
fuse=1,肤色
fuse=2,服色
fusg=2,粉身碎骨
fush=1,扶桑
fush=2,服丧
fusi=1,赴死
fuss=1,附送
fusu=1,复苏
fusu=2,扶苏
fusv=1,附随
fusy=2,附属三院
futd=1,富态
futd=2,赴台
fute=1,福特
fute=2,伏特
fute=3,俯首帖耳
futi=1,附体
futi=2,扶梯
futk=1,副厅
futm=1,福田
futm=2,伏天
futn=1,辐条
futo=1,付托
futp=1,服帖
futp=3,粉饰太平
futs=1,腹痛
futu=1,浮屠
futu=2,附图
futz=1,斧头
fuue=1,辐射
fuue=2,蝮蛇
fuuf=1,俯身
fuuf=2,附身
fuuf=3,复审
fuug=1,浮生
fuug=2,复生
fuuh=1,负伤
fuuh=2,府上
fuuh=3,附上
fuui=1,腐蚀
fuui=2,服饰
fuui=3,俯视
fuuj=1,釜山
fuuj=2,福山
fuul=1,发生什么事了
fuum=1,浮上水面
fuum=2,飞身上马
fuuq=1,风生水起
fuuq=2,风声水起
fuuu=1,附属
fuuu=2,复述
fuuu=3,负数
fuuv=1,赋税
fuuv=2,腹水
fuuy=1,抚顺
fuuz=1,扶手
fuuz=2,副手
fuvd=1,负债
fuve=1,扶着
fuve=2,覆辙
fuvf=1,复诊
fuvg=1,扶正
fuvh=1,付账
fuvh=2,腹胀
fuvi=1,复制
fuvi=2,福祉
fuvl=1,服装
fuvo=1,附着
fuvr=1,复转
fuvs=1,负重
fuvs=2,腹中
fuvs=3,浮肿
fuvt=1,飞上枝头
fuvu=1,辅助
fuvu=2,扶住
fuvv=1,淝水之战
fuvv=2,封神之战
fuvw=1,蜚声中外
fuvx=1,附属中学
fuvx=2,凡是这些
fuvz=1,符咒
fuvz=2,福州
fuwa=1,福娃
fuwd=1,阜外
fuwf=1,符文
fuwg=1,富翁
fuwg=2,反守为攻
fuwh=1,父王
fuwh=2,斧王
fuwj=1,福寿无疆
fuwj=2,佛山无影脚
fuwo=1,俯卧
fuwq=2,防身武器
fuwt=2,发生问题
fuwu=1,服务
fuwu=2,分身无术
fuww=1,抚慰
fuww=3,复位
fuwx=1,发射卫星
fuwx=2,发生危险
fuwy=1,翻手为云
fuwy=2,覆手为雨
fuwy=3,翻手为云，覆手为雨
fuxb=1,负心
fuxb=2,福昕
fuxi=1,复习
fuxi=2,伏羲
fuxk=1,复兴
fuxk=2,福星
fuxl=1,浮想
fuxl=2,福相
fuxm=1,浮现
fuxm=2,复现
fuxn=1,拂晓
fuxn=2,附小
fuxp=1,腹泻
fuxp=2,复写
fuxq=1,腐朽
fuxq=2,拂袖
fuxr=1,复选
fuxs=1,父兄
fuxs=2,放射性元素
fuxt=1,复学
fuxt=2,浮上心头
fuxu=1,抚恤
fuxu=2,夫婿
fuxx=1,服下
fuxx=2,俯下
fuxy=2,风湿性关节炎
fuya=1,府衙
fuya=2,负压
fuyb=1,复印
fuyb=2,福音
fuyb=3,放手一搏
fuyc=1,服药
fuyc=2,敷药
fuye=1,副业
fuyf=1,凡事预则立不预则废
fuyh=1,抚养
fuyh=2,阜阳
fuyi=1,服役
fuyi=2,辅以
fuyj=1,敷衍
fuyj=2,赴宴
fuyk=1,妇婴
fuyl=1,翻山越岭
fuyl=2,凡事预则立
fuyq=2,俯拾仰取
fuyr=1,复原
fuyr=2,复员
fuyr=3,幅员
fuys=1,服用
fuys=2,附庸
fuyt=1,赴约
fuyu=1,赋予
fuyu=2,富裕
fuyw=1,发生意外
fuyx=1,风霜雨雪
fuyx=2,肺肾阴虚
fuyy=1,浮云
fuyy=3,附属医院
fuyy=4,封神演义
fuyz=1,富有
fuyz=2,蜉蝣
fuza=1,复杂
fuzc=1,浮躁
fuzc=2,斧凿
fuzd=1,负载
fuzd=2,附在
fuze=1,负责
fuze=2,福泽
fuzg=1,附赠
fuzi=1,父子
fuzi=2,夫子
fuzl=1,犯上作乱
fuzo=1,辅佐
fuzr=1,翻身做主人
fuzs=1,副总
fuzu=1,富足
fuzu=2,飞砂走石
fuzv=1,负罪
fuzv=2,服罪
fuzv=3,翻身做主
fuzw=2,丰收在望
fuzy=2,发生作用
fvba=1,方正不阿
fvbe=1,方正不阿
fvbh=1,发展变化
fvbj=1,腹中兵甲
fvbm=1,肺朝百脉
fvbu=1,反正不是
fvby=1,繁征博引
fvcl=1,发展才是硬道理
fvcn=1,风烛残年
fvcu=1,防治措施
fvdl=1,付诸东流
fvdl=2,付之东流
fvdx=1,抚掌大笑
fvdy=1,发展党员
fvdy=2,反正都一样
fvel=1,发展而来
fvff=1,发之肺腑
fvft=1,方正飞腾
fvfu=1,发展方式
