code	weight	word_count	top_rank	words
juts	3.5353647757317894	2	14106	剧痛 巨痛
lvyb	3.5352613603351597	2	21812	绿荫 绿茵
siuz	3.5346427380506924	2	22544	厮守 死守
gvyb	3.5345892486532353	2	19147	归隐 归因
ujnj	3.534559653899968	2	22116	陕南 山南
djjm	3.5344382192853425	2	12452	单间 但见
bukv	3.5344228769430726	2	5206	不愧 不亏
xluv	3.534279963431544	2	2941	香水 响水
uixp	3.5340825868246517	2	10963	失血 嗜血
tdju	3.53385408330817	2	14130	抬举 胎具
keli	3.5337892971417566	2	5094	颗粒 克里
izxl	3.53300512179296	2	14473	抽象 丑相
xlge	3.5329844871693843	2	8912	相隔 像个
xxdi	3.532795807349507	2	11022	下地 辖地
uimf	3.532778632301871	2	22719	石门 师门
tskk	3.5327261184815315	2	3487	痛快 铜块
jnzc	3.5326882744900887	2	8918	焦躁 较早
kzui	3.5319178214606235	2	18880	口试 口实
lzqi	3.5319004136720493	2	13127	漏气 露脐
ssjm	3.531700801741461	2	19170	耸肩 送检
mwuu	3.5316629075225396	2	3749	美术 没数
mbfg	3.53107214420293	2	14700	民风 民丰
dhxb	3.5310128074058293	2	3293	当心 党心
fajn	3.5308498222548943	2	8625	发酵 发胶
cizc	3.530847888609179	2	22082	词藻 辞藻
uize	3.530594129038217	2	16752	实则 失责
yyui	3.5305434388962698	2	10557	陨石 运势
xljp	3.530332072541672	2	21606	相接 详解
qmxb	3.529777683121564	2	13195	潜心 欠薪
xkxi	3.529748776511886	2	14465	星系 幸喜
yrji	3.529516955016658	2	19606	原籍 圆寂
falg	3.529157955879343	2	18855	发冷 发愣
duvi	3.529130605325148	2	15530	渎职 毒汁
jnyr	3.5289769621795872	2	8999	教员 较远
iyuv	3.5288693810480236	2	19931	春水 纯水
bwpn	3.528579274586585	2	16890	北漂 北票
fgdk	3.5283238813144493	2	22788	封顶 峰顶
tvrh	3.5282622360165643	2	14823	退让 推让
lcxl	3.52824382647045	2	3773	老乡 老相
vgxm	3.528123001101872	2	17584	争先 正弦
hevs	3.528054495684511	2	10391	何种 河中
vgbj	3.5279091377156844	2	10457	正版 整版
ggvi	3.5278265962441155	2	12489	耿直 耕织
mwgj	3.5277245764948018	2	9033	美感 没敢
bumm	3.5275652136386464	2	9858	不免 不眠
yiuy	3.527284325073983	2	12502	一瞬 依顺
docd	3.5272292945187007	2	11463	多彩 多才
ilbj	3.526942881356436	2	9810	创办 床板
guvf	3.526909548151409	2	14718	古镇 骨针
bull	3.526349405509458	2	3128	不良 不亮
qrze	3.526082220719236	2	22406	全责 权责
dcsv	3.526022049213232	2	20836	捣碎 稻穗
lipb	3.5260207950806772	2	14833	礼品 力拼
uzic	3.5258965451045126	2	22077	受潮 手抄
wuhc	3.5258821421721667	3	45795	五好 五号 午好
dahg	3.5258595887233435	2	12827	大亨 打横
lrug	3.52555758858198	2	13262	孪生 卵生
ikmo	3.5252884498503283	2	13796	揣摩 揣摸
jxzo	3.5252213465973603	2	10318	佳作 假作
vhll	3.525001654066193	2	18427	丈量 张良
zdho	3.524846687496656	2	21199	灾祸 载货
jmjy	3.5246767065641187	2	12718	建军 监军
hlwu	3.5246174526234615	2	11746	荒芜 恍悟
yzlj	3.524336155939391	2	8334	游览 幽兰
whxi	3.5228754508520472	2	12048	往昔 往西
vsri	3.522602600406254	2	11462	终日 中日
gsjx	3.52254206358371	2	12140	公家 工架
bjci	3.5224645402951196	2	13089	班次 版次
jldz	3.5223236936709306	2	21802	豇豆 江都
toyj	3.522253313738706	2	4098	拖延 脱盐
klxn	3.522241952308701	2	14528	狂笑 狂啸
cidn	3.522070739828124	2	13946	辞掉 瓷雕
jksd	3.521905225359397	2	3068	竞赛 径赛
qrxi	3.5213423162927167	2	15228	全息 全系
hgwf	3.521248304035538	2	13907	恒温 横纹
uatu	3.521060051869371	2	17384	沙土 砂土
xilm	3.5210291653084367	2	15809	洗脸 洗练
xnys	3.5208723985556474	2	18704	效用 骁勇
ghql	3.5208275901561223	2	20180	刚强 钢枪
huxb	3.5208053940060147	2	17477	互信 湖心
pili	3.5203440027922235	2	9236	霹雳 披沥
dcfh	3.5201195163481684	2	12352	到访 倒放
ggdi	3.5195878686543627	2	9255	耕地 更低
lzdm	3.5191578165459756	2	19491	漏电 露点
vrww	3.519038150254079	2	9267	转为 专为
ciyi	3.5189291101329983	2	22643	此意 词义
yjti	3.5184606009456463	2	18350	掩体 岩体
lwmk	3.518308917774994	2	9298	雷鸣 类名
fgbc	3.5182362075652844	2	3939	风暴 封包
ybxn	3.5182208891525386	2	11283	音效 淫笑
nilq	3.517837996822698	2	12986	逆流 泥流
farf	3.5178015302606154	2	16100	法人 发轫
khju	3.5177688857701677	2	4475	抗拒 康居
fuxn	3.517670281783444	2	18528	拂晓 附小
xbge	3.517479200807254	2	19046	信鸽 新歌
ytjp	3.51704306781981	2	13392	越界 月结
monm	3.5168837125304777	2	21569	默念 末年
jkhy	3.516777681616118	2	15654	惊魂 精魂
hvqu	3.516535510868114	1	131	回去
mftk	3.5161859769474386	2	18853	门厅 门庭
jyqn	3.5160995710064435	2	15212	俊俏 峻峭
eerf	3.515735083895064	2	6479	恶人 讹人
klui	3.515358626170341	2	11106	矿石 旷世
lkyj	3.5150840157970786	2	14145	灵验 另眼
idho	3.5148733785233337	2	13304	柴火 拆伙
bhfu	3.514804565734207	2	12995	帮扶 绑缚
tnma	3.5147550675398542	2	22918	跳马 条码
cdgr	3.5143980777502546	2	22806	菜馆 财管
qlgo	3.514069484656	2	9416	强国 抢过
hszc	3.5140609897792703	2	11397	红枣 红藻
funs	3.5138608139118017	2	20163	富农 抚弄
tzji	3.5138556888891856	2	16029	投机 投寄
fhij	3.5135749965905343	2	6013	房产 房颤
dull	3.5134491691771723	2	22312	度量 肚量
tzgu	3.5134120158535427	2	15937	头骨 透骨
lcla	3.513410570345401	2	17267	劳拉 老辣
rsye	3.513317911805252	2	11062	溶液 熔冶
gsbj	3.513298131024072	2	14452	公办 公版
xxce	3.513294644545853	2	21288	下策 下册
iize	3.5132080783399395	2	15734	斥责 叱责
guqi	3.5129671160977702	2	9446	骨气 鼓起
gjsu	3.5128592368222726	2	7942	甘肃 肝素
uijq	3.5128116015618893	2	4257	十九 施救
sumk	3.5128000827922308	2	18630	宿命 俗名
gdxk	3.5126834757364946	2	9453	改行 改姓
zole	3.5125319906947468	2	9455	作乐 作了
hjxn	3.512102315763323	2	15205	含笑 憨笑
ucyz	3.5119731422566405	2	9465	少有 稍有
bfxl	3.5116971192461546	3	41729	奔向 本相 本乡
vldm	3.5116684602548593	2	11826	装点 妆点
ujqr	3.5114320914205805	2	14167	山泉 擅权
hckj	3.5112891754317572	1	132	好看
uohx	3.5111319222910424	1	133	说话
jmll	3.511005304335871	2	11271	见谅 减量
fulk	3.51093982742359	2	19236	涪陵 茯苓
mowh	3.5108590511654523	2	9488	魔王 莫忘
yure	3.5105701110833007	2	23036	预热 余热
qmtc	3.5104260417176976	2	12849	潜逃 嵌套
mzqu	3.5101223577265634	2	19994	谋取 牟取
fudd	3.5100933767439435	2	10278	附带 福袋
vghe	3.5099867495773407	2	6958	整合 郑和
dcjm	3.5098711794276607	2	21202	刀尖 刀剑
hwui	3.5096679835197437	2	13268	黑市 黑石
wwxi	3.5096416652051388	2	18036	维系 微细
fuxp	3.5095424379719784	2	16336	腹泻 复写
zitn	3.509309967193886	2	11489	字条 字调
jmbj	3.5086154001674363	2	12829	减半 兼办
kugs	3.5085951367957553	2	19311	苦工 苦功
pnyh	3.508581258987929	2	10663	飘扬 漂洋
whrj	3.508547313932725	2	21928	枉然 惘然
iluh	3.5084578997430196	2	9559	创伤 床上
tsdm	3.508226734097033	2	11505	通电 痛点
faff	3.5080371054367845	2	18299	发奋 发愤
hxzo	3.5079558346649473	2	10076	化作 画作
dave	3.5078987218372535	2	3664	打折 打着
tzue	3.5066589002881616	2	20549	投射 透射
qpyi	3.5066399725143236	2	4409	惬意 怯意
iagr	3.506575108509684	2	12058	茶馆 插管
tdyu	3.5064668838146207	2	17932	泰语 台语
keer	3.50625267099678	2	14971	科尔 科二
xifg	3.506153448983009	2	13912	西风 细缝
vugl	3.5061210586310136	2	9351	烛光 珠光
yrye	3.5056287398636132	2	17321	原野 原液
duyj	3.505577696795567	2	21786	读研 独眼
zvfj	3.5055216685050707	2	6214	罪犯 最烦
mklu	3.505414785365891	2	18635	名录 明路
qkqn	3.5053487024939862	2	11788	轻巧 轻敲
douc	3.505333075773096	1	135	多少
zsig	3.5053308342473	2	22978	总成 总称
ufhe	3.5050982582127173	2	13154	审核 深壑
uzgz	3.5048973543912063	2	8160	收购 受够
bmvl	3.504897104276114	2	17191	便装 变装
xplu	3.504856391363154	2	21140	邪路 血路
iazo	3.5048534957138298	2	21447	插座 茶座
gzqi	3.5048306414087174	2	9653	枸杞 勾起
wjnj	3.5046364723338117	2	20844	皖南 万难
tpil	3.5044780670740274	2	17257	铁窗 铁床
jxxn	3.504465103139103	2	8406	驾校 假笑
jyyk	3.5044247560033885	2	9665	军营 均应
teyc	3.504411410310501	2	13765	特邀 特药
djda	3.5042208794465504	2	13296	胆大 单打
bmfu	3.5041907702200152	2	5764	蝙蝠 便服
heir	3.5040877575603795	2	20518	合川 河川
ssho	3.5038304653955854	2	6993	送货 怂货
vupd	3.503771667740986	2	20344	猪排 竹排
jmyc	3.5037657337824	2	15552	简要 煎药
tybk	3.503701662962377	2	16670	吞并 屯兵
xmqk	3.5033592829227955	2	16680	险情 闲情
qlgs	3.502965195142853	2	16778	强攻 抢攻
xrti	3.502710808638052	2	13987	选题 悬梯
siqu	3.5025682220250443	2	4285	死去 四驱
muxu	3.5023562563647292	2	18353	苜蓿 母畜
hjuz	3.5023027548232997	2	17010	函授 颔首
lkkz	3.502160083195605	2	13800	领口 领扣
zuir	3.5020094956455177	2	12302	祖传 租船
jbrj	3.5019366921098998	2	20177	尽然 浸染
wjvr	3.5018762349556547	2	13211	婉转 玩转
xlie	3.5017047302182327	2	18902	响彻 香车
xyih	3.501570673284737	2	4198	寻常 巡场
xxdc	3.50152581044775	2	9736	吓倒 吓到
goyj	3.501389680228849	2	20387	国宴 过眼
hvjb	3.5012971838844322	2	13878	灰烬 贿金
cixu	3.5010790301641443	2	13936	次序 词序
bmxm	3.5010563517171693	2	21522	边线 变现
yzyh	3.500942533528066	2	16167	悠扬 有氧
yzgo	3.5009153707900484	2	19788	有过 油锅
ufys	3.5008880958118564	2	20351	神勇 慎用
xubc	3.50087635428137	2	16173	虚报 续保
drxl	3.5003688307841028	2	14435	端详 断想
mmmc	3.5001981064863172	2	5824	面貌 棉帽
hxxn	3.4991220700602166	2	13578	花销 哗笑
hxii	3.4988723793378544	2	17774	花痴 花池
fayy	3.4987650550660176	2	20199	发晕 发运
ddxu	3.498599174268314	2	14763	待续 代序
jbbo	3.498143925061564	2	20674	金箔 禁播
mafg	3.4978938843353475	2	21733	马蜂 麻风
daic	3.4977235251938263	2	13562	大潮 大吵
xnwu	3.497573468369891	2	3340	小屋 校务
moww	3.497026770846933	2	13877	末尾 末位
xngu	3.4967982886125992	2	12978	小姑 小鼓
jbvf	3.496791997961125	2	14028	金针 进针
nvys	3.496737801268398	2	12571	女佣 女用
pmuu	3.4967276331922594	2	14972	骗术 篇数
jiho	3.4966617791482206	2	4071	激活 集火
hekz	3.4963578952921672	2	21884	河口 合口
jmmj	3.4960794380629383	2	14554	减慢 简慢
mcig	3.49556694477929	2	13022	茂盛 冒称
ruqb	3.4955587868971785	2	3473	入侵 入寝
toci	3.495240609192487	2	22499	托词 托辞
ceyk	3.4951459981306003	2	20249	侧影 策应
hxuv	3.495059588174829	2	16805	划水 滑水
dilp	3.4950418113430937	2	14339	低劣 地裂
ihll	3.4948797163759835	2	19007	敞亮 常量
qqye	3.494729935798101	2	17083	秋叶 秋夜
xyvi	3.4947279586040105	2	16957	殉职 寻址
ihxm	3.4940959132985414	2	18971	长线 尝鲜
ujji	3.493933183971082	2	19924	山脊 山鸡
jiqy	3.4938383958037775	2	20571	集群 机群
dctz	3.493709311823086	2	9538	到头 倒头
bdlb	3.4936967453061465	2	4219	柏林 白磷
yblk	3.493236276942755	2	8904	引领 银铃
ivlm	3.493083573526409	2	17767	锤炼 垂怜
juiu	3.493078457880033	2	16379	举出 居处
xmzu	3.492939632286045	2	23437	险阻 先祖
riyi	3.492846878886213	2	4907	日益 日裔
jnhk	3.4926954952503078	2	5012	脚踝 教坏
jkhu	3.492644994574692	2	15305	惊呼 京沪
hofu	3.492225193823759	2	22473	伙夫 祸福
kdfu	3.491761773240135	2	22432	开赴 开服
wjgs	3.491753049456945	2	5860	完工 弯弓
fubu	3.491072173894622	2	5298	腹部 副部
lbvs	3.4909433087719104	2	11595	临终 林中
iauv	3.4908489119975443	2	12480	茶水 查税
golv	3.4908192593100944	2	5651	过滤 国旅
lquf	3.4905976256869042	2	7963	留神 六神
jkuh	3.4903182942741013	2	11738	经商 敬上
rzgj	3.490263568717772	2	16437	肉感 肉干
datv	3.4897898507436134	2	10420	大腿 打退
fjia	3.489759699244727	2	11019	反差 反查
ykjx	3.4896456061566608	2	12362	赢家 英甲
mwxk	3.4891805978426467	3	47516	每行 美型 没醒
xsua	3.4891381769113075	2	11700	凶杀 凶煞
xuyj	3.489119783412904	2	19296	序言 虚掩
woxb	3.4891137147086035	2	15180	窝心 我心
lyju	3.4889386996179903	2	13595	论据 轮距
juyr	3.488900721929504	2	4752	剧院 巨猿
icqm	3.4888661183855016	2	10071	超前 朝前
anuf	3.4888417976671757	2	20693	安身 安神
qigh	3.4887262251160247	2	22622	气缸 汽缸
ucjq	3.4886230755137118	2	12167	烧酒 绍酒
tnvi	3.4885809076536045	2	15264	调制 调职
qqyb	3.4885508618677363	2	10085	蚯蚓 球瘾
ffhc	3.4884906770542607	2	21864	分毫 分号
dafh	3.488418339530164	2	3421	大方 大放
igda	3.4884174988798504	2	10091	盛大 撑大
gciz	3.4882945418464164	2	23152	搞臭 稿酬
yber	3.4882702815543207	2	6651	因而 银耳
uuuh	3.4882477953117834	2	4329	树上 书商
kuia	3.4881786992763906	2	7917	裤衩 苦差
hvhs	3.4881523873063074	2	22088	恢宏 恢弘
suvz	3.4878893573339744	2	5050	苏州 宿州
grcd	3.487803488104036	2	3791	棺材 管材
ffmo	3.487675242588035	2	15851	粉末 粉墨
dkbj	3.4876523766979384	2	20804	顶班 顶板
uhyu	3.4875180338758685	2	21867	上虞 伤愈
jyli	3.487384855282269	2	23646	军礼 军力
jmge	3.4873261230803574	2	6506	间隔 剑阁
yitu	3.4872288833352005	2	5494	意图 艺徒
dcgo	3.486929651505921	2	10140	岛国 到过
fubn	3.486656054666049	2	21883	浮标 附表
lqbd	3.486540946630953	2	7245	六百 留白
erke	3.4863986383281134	2	16355	儿科 耳科
qkch	3.4861566285581724	2	23022	清仓 青藏
iihr	3.4861019424051234	2	13731	迟缓 弛缓
tvju	3.485663531707737	2	15184	推举 退居
qmuf	3.485462329688567	2	14996	前身 欠身
ugdi	3.4854363935924684	2	13967	圣地 胜地
kugj	3.485429693238889	2	19754	苦干 枯干
iijq	3.4853224274654377	2	4361	持久 吃酒
fjdi	3.485184488856924	2	20589	反帝 翻地
nitj	3.4851790112581127	2	13329	泥潭 泥炭
xnql	3.4849835981122093	2	13925	小强 萧墙
qkmu	3.4847176937274646	2	20267	倾慕 青木
hulb	3.484266596438218	2	18086	护林 虎林
pcvi	3.4841409531738856	2	18644	炮制 抛掷
dvjn	3.4839861878236396	2	23620	对焦 对角
cdvs	3.4838567703996057	2	18306	猜中 采种
hydc	3.4838258004172746	2	10219	昏倒 混到
djuu	3.4837317295391745	2	13266	单数 丹书
vrfh	3.483651623315803	2	6665	专访 砖房
fwug	3.483617438127424	2	20854	飞升 蜚声
lqwj	3.48328116729141	2	10837	六万 遛弯
xrcd	3.4832402044770294	2	22346	选材 炫彩
kfqk	3.4832367364534904	2	13553	恳请 肯綮
hvbd	3.482976804653891	2	14278	灰白 回拜
siiz	3.4827981023733106	2	9090	丝绸 私仇
xrmu	3.4826055789270876	2	17379	炫目 眩目
fuhj	3.4825803713639902	2	18379	富含 复函
uayu	3.48255046398948	2	4012	鲨鱼 铩羽
fuuv	3.482264349980905	2	23801	腹水 赋税
iith	3.4820690941480903	2	7233	池塘 吃糖
doyr	3.4820255909727886	2	10271	多元 多远
ljug	3.481911807169074	2	22620	缆绳 揽胜
jiuf	3.4818994446342724	2	13000	跻身 机身
kejx	3.4817819462431348	2	18729	客家 可嘉
fgqr	3.4816938812649507	2	13983	奉劝 风圈
yiys	3.4812061021547542	2	13554	医用 易用
danm	3.4807493391487156	2	13989	大年 打蔫
jpdv	3.480668912996724	2	19784	结对 结队
ycuv	3.4806365215635053	2	10315	药水 舀水
ybia	3.480371535048548	2	15339	饮茶 音叉
tcvd	3.480267474396141	2	16644	讨债 逃债
irda	3.4802176232007827	2	4100	传达 穿搭
quyh	3.4798411828563194	2	17814	取样 曲阳
cdye	3.479835100472953	2	17492	菜叶 彩页
citn	3.479700499662205	2	19957	词条 磁条
tuya	3.4796886003679424	2	9641	涂鸦 兔牙
vamf	3.479621380748641	2	17388	闸门 栅门
fjpu	3.4795831436622437	2	19084	反扑 饭铺
hdan	3.4795763700294735	2	3712	海岸 海安
nmjq	3.4795582208696327	2	14883	念旧 年久
hufa	3.4795106504497713	2	22027	护发 护法
futi	3.479220817695922	2	14492	扶梯 附体
lljp	3.4791460603279925	2	5343	谅解 两节
bcln	3.4789597986350267	2	14152	爆料 报料
llzi	3.4787275079336446	2	8055	量子 梁子
xklp	3.478527760469249	2	4526	行列 行猎
dcgl	3.4785220473108773	2	18232	道光 刀光
vjfh	3.478325540636927	2	6427	绽放 毡房
sjbk	3.4781422455835336	2	20374	伞兵 散兵
ugti	3.4779864362058253	2	20969	圣体 绳梯
ksih	3.4777838604372207	3	48529	空场 控场 空肠
vfxk	3.477624322281526	2	7990	振兴 阵型
vglq	3.477449995236655	2	22045	蒸馏 整流
mkan	3.477050341162459	2	13031	命案 明暗
xnjn	3.4770489838460983	2	13469	小脚 啸叫
jnhe	3.476854592521573	2	17733	搅和 交合
lmmh	3.4768539272702186	2	13596	连忙 脸盲
gxzi	3.476066140159177	2	6032	瓜子 褂子
lqyh	3.4759548804768783	2	20394	浏阳 留洋
bmsu	3.475952354068761	2	16967	变速 辩诉
xnxm	3.4758959288427143	3	44073	小仙 萧县 消闲
jkks	3.4757538275624222	2	6780	惊恐 净空
dmuh	3.4757236070445794	2	10466	电商 垫上
wjug	3.475721692142322	2	24105	完胜 晚生
huhx	3.4752721936048094	2	10270	胡话 护花
njqr	3.475255935425903	2	22189	男权 南拳
tzqi	3.475090047026563	2	6700	透气 头七
jxcj	3.4749529408959496	2	16518	加餐 家蚕
vsds	3.4747960357455128	2	4378	中东 仲冬
xlbc	3.4747910415768097	2	22231	箱包 香包
icgc	3.47462494131787	2	10505	超高 炒高
ceyj	3.4745374085917566	2	12883	测验 侧颜
xkle	3.4744343180089587	2	10512	行乐 醒了
anqr	3.4743859852910313	1	147	安全
ujbi	3.474345977156343	2	18415	闪避 山壁
mwfg	3.4742148608405654	2	7939	每逢 眉峰
xktz	3.473963857361919	2	22194	兴头 行头
biyb	3.4737258357841942	2	15355	鼻音 庇荫
xlds	3.4736530455888968	2	20107	响动 向东
maju	3.4735398134849333	2	19762	马驹 马具
gxrf	3.473089728705328	2	13992	寡人 瓜仁
bowf	3.473042813601292	2	18184	波纹 博文
fubw	3.472999861183195	2	14258	父辈 腹背
hjyj	3.472936259266852	2	17030	汗颜 旱烟
yeih	3.472928775707864	2	13206	夜场 也常
hyjp	3.4728537598208353	2	23490	婚戒 婚介
hxdj	3.47282024835702	2	22676	花旦 华诞
ssjl	3.472363708902718	2	21699	松江 宋江
qixu	3.4722833249508445	2	18844	期许 气虚
ugri	3.472144955934089	1	148	生日
dubo	3.4720346933250275	2	9380	赌博 读博
mkwh	3.4720139334223603	2	18443	名望 冥王
dzhc	3.471962739727013	2	14597	逗号 都好
lrma	3.471914923807505	2	23860	乱码 乱麻
njiu	3.4718225971182237	2	10589	难处 难除
yzle	3.4717532949013803	2	10592	游乐 有了
quqi	3.4716026099643114	2	10600	曲奇 娶妻
lala	3.4715433730253222	2	16360	啦啦 拉拉
sjlr	3.4712729074646456	2	20956	散乱 三乱
yhvh	3.4711028113156415	2	17987	仰仗 样张
likd	3.4710542349863815	1	149	离开
vjdm	3.470685963776994	2	7967	站点 沾点
nmsv	3.4706774059177197	2	15001	年岁 碾碎
zopd	3.470350704364426	2	15692	左派 做派
igxi	3.469698620848198	2	21048	城西 承袭
bmve	3.4695939279771117	2	16993	编者 贬谪
ujgh	3.4693806241768406	2	19308	山岗 山冈
vjdr	3.4693692001450076	2	15811	斩断 战端
gcci	3.4693431906910357	2	5632	告辞 高次
vjmj	3.469283344367017	2	10670	沾满 占满
grir	3.468930156922654	2	7030	贯穿 贯串
bjvu	3.468879997318265	2	23626	班主 版主
irci	3.468852170116254	2	12101	穿刺 串词
yilz	3.4688142915551246	2	10694	遗漏 一楼
qktd	3.468457566059901	2	18424	青苔 情态
dvda	3.468417549487622	2	23573	对答 对打
jquu	3.4683559367503296	2	16632	旧书 救赎
bjbd	3.4683354038057272	2	23072	斑白 半百
xlli	3.4680556885405482	2	10717	乡里 向里
loyi	3.467810634142192	2	16087	罗伊 络绎
uljm	3.467790918104681	2	16838	双肩 双键
wofh	3.467531798252728	2	19693	卧房 我方
zcir	3.467266048172216	2	15134	造船 凿穿
whxl	3.467069706118256	2	4755	妄想 望向
cuxi	3.4669460090144812	2	16386	粗细 促膝
ilzi	3.4667740129572495	2	4535	窗子 床笫
lqvi	3.4667723247927595	3	47620	柳枝 流质 留职
birf	3.466606952561514	2	13038	鄙人 逼人
ihve	3.4665000749024815	2	10753	长者 唱着
viil	3.4663077898483596	2	10759	痔疮 之窗
mjxk	3.4663053504913828	2	11897	慢性 慢行
jnvh	3.466291206832331	2	16983	脚掌 交账
ujxx	3.4661986289304516	2	8489	山下 闪瞎
jidc	3.4657655239867453	2	10783	击倒 寄到
dcbi	3.465588357477526	2	5302	倒闭 倒逼
jixx	3.465441543029191	2	10793	记下 几下
bihd	3.465404944481964	2	15746	碧海 弊害
gvgs	3.4650194780767056	2	15511	归功 归公
yinj	3.4650033727408767	2	13121	疑难 以南
zixn	3.464855139320622	2	22588	自小 自销
fgya	3.4647718623853057	2	17990	风雅 风压
muli	3.464658236177759	2	19551	牡蛎 目力
fuln	3.464486187150338	2	20811	辅料 敷料
grgr	3.4644344913273306	2	9727	管管 罐罐
xmle	3.4641794023776837	2	20909	弦乐 仙乐
nwxl	3.4641424178040703	2	11649	内向 内详
gspb	3.46409478961336	2	20664	贡品 供品
lidk	3.4640723342210658	2	17531	立定 厘定
rumg	3.4639337792602984	2	16834	入梦 如梦
dnxn	3.463838152364807	2	15590	吊销 吊孝
jndi	3.4633553193984903	2	10855	脚底 较低
tdvu	3.4632786194686105	2	19013	泰铢 台柱
pgbw	3.463196510322868	2	23889	碰杯 捧杯
igvf	3.463171897291028	2	4194	城镇 成真
ykyc	3.4631433076113054	2	12648	应邀 硬要
ihyr	3.4630107173425317	2	4606	长远 长圆
kzxk	3.462892200254706	2	17254	口型 口形
nmnm	3.462660857213707	2	4554	年年 念念
ruqq	3.4623719760031997	2	19959	入秋 入球
njvu	3.4623714914075068	2	14484	男主 难住
dafg	3.4623053544862747	2	4762	大风 大丰
vjwh	3.4622584243970134	2	7088	展望 战网
anyk	3.4620973952062264	2	16019	暗影 安营
uipw	3.4615516617051485	2	12713	失陪 适配
gjdh	3.461401287663855	2	24165	甘当 敢当
lcbc	3.4612605992453767	2	21341	劳保 老鸨
xitz	3.4611543080954776	2	7326	洗头 西头
xivz	3.461104850145354	2	23365	稀粥 西周
zici	3.460998090769705	2	14669	自此 字词
dddc	3.4607509828754073	2	10947	带到 逮到
doji	3.4605520098420866	2	21119	多级 多极
iuiz	3.460524662263961	2	13827	出丑 除臭
xlvg	3.460476578716004	2	3727	象征 相争
lbzi	3.4603106489784237	2	7264	林子 临淄
jyfw	3.4602725584586462	2	18513	军费 菌肥
qnbj	3.46024097356469	2	17981	翘班 侨办
dkuh	3.4602087947548785	2	16910	顶上 盯上
mmgr	3.4600493260525633	2	18339	面馆 免冠
iazi	3.4599671630390163	2	9068	叉子 岔子
yrjn	3.4598981838073555	2	22947	远郊 圆角
bbyu	3.4596817310133177	2	22720	宾语 濒于
mfkj	3.459563319133621	2	6318	门槛 门坎
djfj	3.4594976322243687	2	14542	但凡 单反
burf	3.4593907032426	2	7790	不忍 不认
fatp	3.459292462043407	2	16591	发帖 法帖
svrj	3.458943940173885	1	152	虽然
xiyk	3.4589423312876777	2	17277	喜迎 息影
xymg	3.45888018490759	2	10993	迅猛 寻梦
bijn	3.4587803483896304	1	153	比较
djse	3.4584889443017124	2	19343	单色 淡色
lqmk	3.4584580310052497	2	13803	留名 流明
muxp	3.458208114267984	2	17032	木屑 木鞋
jqqr	3.458191022915537	2	19580	酒泉 九泉
aijx	3.457288864218952	2	16420	哀家 爱家
gzgz	3.45713844302561	2	24002	勾勾 狗狗
vubu	3.4567874686842046	2	4384	逐步 主簿
bide	3.4567037310405664	2	19639	彼得 必得
fjif	3.4565685727887048	2	22867	反衬 凡尘
tmwf	3.4565073776718407	2	9629	天文 甜文
dudu	3.4562838868031274	2	4703	嘟嘟 读读
bdue	3.455799133061885	2	7737	摆设 白蛇
babi	3.4557411947342596	2	11103	芭比 罢笔
namf	3.4556872088183823	2	5422	纳闷 哪门
pnrj	3.4556505419415777	2	21781	飘然 漂染
vfbj	3.4556443624581377	2	21103	砧板 侦办
tkvg	3.455617496663989	2	15307	听证 听政
ucvi	3.4555879009974846	2	22472	烧制 烧纸
gsda	3.4555332577597655	2	15034	攻打 工大
shqi	3.4553397910561525	2	12227	丧气 丧妻
lkyi	3.4552839945135507	2	16517	灵异 另一
qmch	3.455161115390097	2	17773	潜藏 前舱
hyuv	3.454926016758138	2	11135	昏睡 浑水
ybiu	3.4548326131639846	2	11136	引出 印出
lwvu	3.454747809124102	2	18963	泪珠 擂主
ssci	3.4542068665006442	2	23413	宋词 颂词
uiya	3.4541070170509935	2	11160	施压 是呀
loxr	3.4540980767674236	2	8756	螺旋 落选
anuv	3.4539477807553123	2	24315	安睡 氨水
qpqu	3.453906706436291	2	11165	窃取 切去
qigj	3.453128211863896	2	15934	旗杆 岂敢
hvuf	3.453039942593186	2	22615	回身 会审
iyhz	3.4525029559578875	2	19613	醇厚 淳厚
uumi	3.4524957448437426	2	19998	书迷 疏密
henm	3.4522807096412915	2	18538	何年 贺年
buhc	3.4522281016582195	1	156	不好
fglk	3.451954190778923	2	16373	风铃 奉令
igiu	3.4516944262887668	2	17627	惩处 乘除
fafu	3.4516589665613697	2	7532	发福 发肤
bdyh	3.451579120483089	2	13757	白杨 白羊
tzyk	3.4515601305187014	2	11240	投影 偷营
kdxm	3.451354144944183	2	22973	开县 开线
bfmk	3.4510168258025464	2	20628	本名 本命
tsiz	3.450766261040711	2	9015	统筹 铜臭
lczc	3.4502985003419235	2	11148	老早 醪糟
hsye	3.4501583613483047	2	12973	红叶 鸿业
dnjx	3.4500928631283365	2	17639	掉价 吊架
cier	3.4499797800970238	2	10267	刺耳 词儿
riig	3.4497391503273924	2	4648	日程 日盛
yagr	3.449622598479167	2	23155	雅观 牙关
vaqu	3.449128692700889	2	18426	榨取 诈取
gsuf	3.4489535870487926	2	24672	公审 躬身
vsgv	3.448915585910182	2	11321	终归 重归
srhx	3.448841148603436	2	20863	算话 酸化
qquz	3.4488241233462555	2	12321	秋收 球手
jbvu	3.448778206545671	2	11705	进驻 金主
