length	source	sentence	hanzi
23	网文	思想端正，作风正派，服从领导的工作安排，办事认真负责	思想端正作风正派服从领导的工作安排办事认真负责
23	百科	非贯通式设计端面无贯通门，驾驶员座位在车体的中间	非贯通式设计端面无贯通门驾驶员座位在车体的中间
23	传媒	首届全国新型电力系统（配电自动化）职业技能竞赛举办	首届全国新型电力系统配电自动化职业技能竞赛举办
23	对话	你去过的好多地方我也去过，不一样的是，你超级会拍照	你去过的好多地方我也去过不一样的是你超级会拍照
23	网文	“让我们景区和当地农村的发展拧成一股绳，形成一股劲	让我们景区和当地农村的发展拧成一股绳形成一股劲
23	百科	台湾地区多生长在中低海拔山区至平地、田野、荒地、路旁	台湾地区多生长在中低海拔山区至平地田野荒地路旁
23	传媒	任何一门学科，都是由概念和范畴建构起来的理论大厦	任何一门学科都是由概念和范畴建构起来的理论大厦
23	对话	我走的时候还在今天中午回家发现没有了我也很郁闷	我走的时候还在今天中午回家发现没有了我也很郁闷
23	网文	在这种情况下，这包括生存，维护墙内的专制统治和自由	在这种情况下这包括生存维护墙内的专制统治和自由
23	百科	伯特与洁思处得相当尴尬，后者对儿子的出生保密多年	伯特与洁思处得相当尴尬后者对儿子的出生保密多年
23	传媒	织爱心图案，是希望孩子们从小培育爱心，长大奉献社会	织爱心图案是希望孩子们从小培育爱心长大奉献社会
23	对话	得瑟什么，早脱的下场你也不是没见过，但愿你体格太好	得瑟什么早脱的下场你也不是没见过但愿你体格太好
23	网文	云计算指通过网络以按需、易扩展的方式获得所需服务	云计算指通过网络以按需易扩展的方式获得所需服务
23	百科	* 黄山白茶（徽州白茶）：产地范围安徽省歙县现辖行政区域	黄山白茶徽州白茶产地范围安徽省歙县现辖行政区域
23	传媒	在严格依法办案的同时，许晓妍也注重体现法律的温情	在严格依法办案的同时许晓妍也注重体现法律的温情
23	对话	切这个我知道的人家以为地下会铺设什么线路之类的	切这个我知道的人家以为地下会铺设什么线路之类的
23	网文	看到孩子们匆匆赶回教室，陪同我们的洪坤显得很尴尬	看到孩子们匆匆赶回教室陪同我们的洪坤显得很尴尬
23	百科	印度北部的主体地形是印度河-恒河平原与喜马拉雅山	印度北部的主体地形是印度河恒河平原与喜马拉雅山
23	传媒	“事关残疾人特殊群体的利益,必须用心用情高质效办好	事关残疾人特殊群体的利益必须用心用情高质效办好
23	对话	你敢说我就只带张星艺好吃好玩了，你懂的，我做得出来	你敢说我就只带张星艺好吃好玩了你懂的我做得出来
23	网文	专为女性而设立癌症医院的事例在世界上也并不多见	专为女性而设立癌症医院的事例在世界上也并不多见
23	百科	兴元初年，刘济又以太子家令为莫州（在今河北沧州）刺史	兴元初年刘济又以太子家令为莫州在今河北沧州刺史
23	传媒	入冬以来，省桃曲坡水库灌区少雨，越冬农作物急需灌溉	入冬以来省桃曲坡水库灌区少雨越冬农作物急需灌溉
23	对话	相信爱豆们今后会有更多的作品可以为之做更多宣传	相信爱豆们今后会有更多的作品可以为之做更多宣传
23	网文	在一些夏热冬冷的地区，已经广泛的使用建筑遮阳技术	在一些夏热冬冷的地区已经广泛的使用建筑遮阳技术
23	百科	此后日军几乎没有派遣「伪军」对中方进行大规模的攻击	此后日军几乎没有派遣伪军对中方进行大规模的攻击
23	传媒	”扎西措咬咬牙，购置了牛羊，迈出发展养殖产业的第一步	扎西措咬咬牙购置了牛羊迈出发展养殖产业的第一步
23	对话	墨迹影响巨大，她又美又有智慧，今天看见感觉好惊讶啊	墨迹影响巨大她又美又有智慧今天看见感觉好惊讶啊
23	网文	脐带血是宝贵的生物资源，是每个宝宝与生俱来的礼物	脐带血是宝贵的生物资源是每个宝宝与生俱来的礼物
23	百科	中国大陆版本由中国中央电视台纪录片频道翻译播出	中国大陆版本由中国中央电视台纪录片频道翻译播出
23	传媒	据悉，日本三井住友银行和瑞穗银行已按要求开始行动	据悉日本三井住友银行和瑞穗银行已按要求开始行动
23	对话	就是啊，出来工作又是另一翻风景，或许有更好的收获呢	就是啊出来工作又是另一翻风景或许有更好的收获呢
23	网文	理解这些问题，再对症下药，我们的生活也可以变得更好	理解这些问题再对症下药我们的生活也可以变得更好
23	百科	吴声达，出身湖南湘乡，家中经营矿产生意，母亲为日本人	吴声达出身湖南湘乡家中经营矿产生意母亲为日本人
23	传媒	西藏自治区昌都市召开综合治理执行难工作联席会议	西藏自治区昌都市召开综合治理执行难工作联席会议
23	对话	没什么希望不希望的就是希望你好好生活别伤害自己	没什么希望不希望的就是希望你好好生活别伤害自己
23	网文	并发扬光大传播到世界各地，成为人类公认的健康饮品	并发扬光大传播到世界各地成为人类公认的健康饮品
23	百科	这个系统性的强招劳工行动被日本方面称为“猎兔作战”	这个系统性的强招劳工行动被日本方面称为猎兔作战
23	传媒	莲前司法所深入湖南商会，开展“宪”在商会、法护营商活动	莲前司法所深入湖南商会开展宪在商会法护营商活动
23	对话	我好奇你们高三的宿舍长什么样，是不是跟我们的一样	我好奇你们高三的宿舍长什么样是不是跟我们的一样
23	网文	但其中的长杆投石索却开始更多地出现在各类画作中	但其中的长杆投石索却开始更多地出现在各类画作中
23	百科	他的相扑部屋师傅告诉他:不要成为一个被赞扬的力士	他的相扑部屋师傅告诉他不要成为一个被赞扬的力士
23	传媒	遵循药食同源理念，众多吉菜大师研创出各种人参美食	遵循药食同源理念众多吉菜大师研创出各种人参美食
23	对话	看来我也是个不值得深交的人，正打算再败一条安全裤	看来我也是个不值得深交的人正打算再败一条安全裤
23	网文	【免责声明：文中图片来源于网络，如有版权方请联系删除】	免责声明文中图片来源于网络如有版权方请联系删除
23	百科	咱人话中有些来自菲律宾语言、西班牙语、和英语的借词	咱人话中有些来自菲律宾语言西班牙语和英语的借词
23	传媒	养老金账户开通，把钱存进去之后涉及到一系列的问题	养老金账户开通把钱存进去之后涉及到一系列的问题
23	对话	不过比起猫我更喜欢狗的啊哈哈~只狗也挺久的了哈哈	不过比起猫我更喜欢狗的啊哈哈只狗也挺久的了哈哈
23	网文	因此，教材中合理地把握这些文章的特点进行思想教育	因此教材中合理地把握这些文章的特点进行思想教育
23	百科	而这座铸造厂也成为了俄罗斯第一座真正的军备工厂	而这座铸造厂也成为了俄罗斯第一座真正的军备工厂
23	传媒	我看到她，尽可能多地用光明的句子，来烛照山村的暗角	我看到她尽可能多地用光明的句子来烛照山村的暗角
23	对话	北京南锣鼓巷，还有护国寺小吃街，南锣鼓巷有炸蝎子呢	北京南锣鼓巷还有护国寺小吃街南锣鼓巷有炸蝎子呢
23	网文	青年人饮后也可能会觉得胃部不适，即通常所说的“刮胃”	青年人饮后也可能会觉得胃部不适即通常所说的刮胃
23	百科	因此事件，尽管是特鲁西埃认可的队员，柳超仍决意离队	因此事件尽管是特鲁西埃认可的队员柳超仍决意离队
23	传媒	”松坪村村民希望能够加快审批进度，早些解决补偿问题	松坪村村民希望能够加快审批进度早些解决补偿问题
23	对话	我以前高中觉得上大学就会变成熟但现在好像也还好	我以前高中觉得上大学就会变成熟但现在好像也还好
23	网文	二是中道思维，又叫规律思维，是解决问题的路线和方向	二是中道思维又叫规律思维是解决问题的路线和方向
23	百科	《东方快车谋杀案》游戏的库存系统也受到了强烈的批评	东方快车谋杀案游戏的库存系统也受到了强烈的批评
23	传媒	内蒙古红十字会 供图　　“能被这样一直记挂着，感觉真挺好	内蒙古红十字会供图能被这样一直记挂着感觉真挺好
23	对话	歌词放窗户不会死不会不看在歌的面子上给你点个赞	歌词放窗户不会死不会不看在歌的面子上给你点个赞
23	网文	女有珠冠、长（短）上衣及裙、绑腿布，有的地区有胸挂或霞披	女有珠冠长短上衣及裙绑腿布有的地区有胸挂或霞披
23	百科	的选手单侧手臂或腿部截肢（但不同边），或身体一边瘫痪	的选手单侧手臂或腿部截肢但不同边或身体一边瘫痪
23	传媒	依托央视品牌栏目影响力，打造青海特色美食产业集群	依托央视品牌栏目影响力打造青海特色美食产业集群
23	对话	话说是不是去华家池校医院或者浙二检查牙齿比较好	话说是不是去华家池校医院或者浙二检查牙齿比较好
23	网文	“从师”之风盛极一时，于是私学更多，出现“百家争鸣”的局面	从师之风盛极一时于是私学更多出现百家争鸣的局面
23	百科	主要主持人先后由平手友梨奈、长滨祢留、尾关梨香担任	主要主持人先后由平手友梨奈长滨祢留尾关梨香担任
23	传媒	因此，制度建设必须详尽具体，周密细致，便于把握和操作	因此制度建设必须详尽具体周密细致便于把握和操作
23	对话	亲爱的我做梦又醒了，梦见去了重庆中途找不到车回来	亲爱的我做梦又醒了梦见去了重庆中途找不到车回来
23	网文	如何调动学生的学习积极性，成了各班主任最头痛的事	如何调动学生的学习积极性成了各班主任最头痛的事
23	百科	同日，经由外房线开往房总半岛的“若潮”号列车开始运营	同日经由外房线开往房总半岛的若潮号列车开始运营
23	传媒	活动现场，有学生提问：“在遭遇霸凌时能否进行正当防卫	活动现场有学生提问在遭遇霸凌时能否进行正当防卫
23	对话	我想熊猫最大的心愿就是生活在国外一辈子不回来吧	我想熊猫最大的心愿就是生活在国外一辈子不回来吧
23	网文	有一次，他去看望赵振川，一进门就进入了一个“画”的世界	有一次他去看望赵振川一进门就进入了一个画的世界
23	百科	等腰梯形是一种梯形，是一种拥有更高的对称性的梯形	等腰梯形是一种梯形是一种拥有更高的对称性的梯形
23	传媒	一幅幅绿色矿山的美丽画卷正在广袤的草原徐徐展开	一幅幅绿色矿山的美丽画卷正在广袤的草原徐徐展开
23	对话	看开些，觉得自己惨的时候就想想总会有人比自己更惨	看开些觉得自己惨的时候就想想总会有人比自己更惨
23	网文	在教练及国际生的陪同下，大人孩童皆完成独木舟体验	在教练及国际生的陪同下大人孩童皆完成独木舟体验
23	百科	历史学家马克斯·埃德林解释过债务接管是如何运作的	历史学家马克斯埃德林解释过债务接管是如何运作的
23	传媒	冬日严寒，气温骤降至零下二十摄氏度，能瞬间冻僵手脚	冬日严寒气温骤降至零下二十摄氏度能瞬间冻僵手脚
23	对话	昨天吃完海底捞回家就吐了，今天竟然还拉肚子，为什么	昨天吃完海底捞回家就吐了今天竟然还拉肚子为什么
23	网文	因为现在做任何事情都有一定难度，没有人能轻易成功	因为现在做任何事情都有一定难度没有人能轻易成功
23	百科	剧本来自于冯小刚的战友兼助理张述夫妇的真事故事	剧本来自于冯小刚的战友兼助理张述夫妇的真事故事
23	传媒	问：农村公路安防工程有哪些亮点，主要安装在哪些道路	问农村公路安防工程有哪些亮点主要安装在哪些道路
23	对话	那是自然、爱一个会带给自己正能量的人、是最好的选择	那是自然爱一个会带给自己正能量的人是最好的选择
23	网文	此次宣导活动包含两大主题：水资源宣导及能源再利用	此次宣导活动包含两大主题水资源宣导及能源再利用
23	百科	二战结束后，由拖拉机驱动的联合收割机开始流行起来	二战结束后由拖拉机驱动的联合收割机开始流行起来
23	传媒	乌克兰危机“和平之友”小组近日举行会议 中方介绍情况	乌克兰危机和平之友小组近日举行会议中方介绍情况
23	对话	别逗啦，不纹我也不是白白净净的，净净可以，白白怎么办	别逗啦不纹我也不是白白净净的净净可以白白怎么办
23	网文	——在爱尔兰语中带有“小国王”的含义，引申为高贵、吉祥、幸福	在爱尔兰语中带有小国王的含义引申为高贵吉祥幸福
23	百科	在这个同名属之后，更大的科和目被赋予了它们的名字	在这个同名属之后更大的科和目被赋予了它们的名字
23	传媒	统筹“全产业链”涉外法治优质资源服务高水平对外开放	统筹全产业链涉外法治优质资源服务高水平对外开放
23	对话	你用的你哪一款无线充，可以详细反馈一些信息给我吗	你用的你哪一款无线充可以详细反馈一些信息给我吗
23	网文	为了保障经营不断不乱，延锋彼欧还为员工订起了酒店	为了保障经营不断不乱延锋彼欧还为员工订起了酒店
23	百科	不过该年积·查尔顿仍获年度世界足球最佳教练第二名	不过该年积查尔顿仍获年度世界足球最佳教练第二名
23	传媒	建立领导干部应知应会党内法规和国家法律清单制度	建立领导干部应知应会党内法规和国家法律清单制度
23	对话	想到自己又穷又丑硬生生把到嘴边的一米五咽了下去	想到自己又穷又丑硬生生把到嘴边的一米五咽了下去
23	网文	做“有素养的”人，精于业务，强与业务，具备良好的知识素养	做有素养的人精于业务强与业务具备良好的知识素养
23	百科	晚年曾任俄罗斯联邦对外情报局退伍军人委员会主席	晚年曾任俄罗斯联邦对外情报局退伍军人委员会主席
23	传媒	例如，短剧输出强烈情绪价值，精准浇灌老年人情感荒漠	例如短剧输出强烈情绪价值精准浇灌老年人情感荒漠
23	对话	按理说不应该啊，划分数线的时候应该是按排名划的啊	按理说不应该啊划分数线的时候应该是按排名划的啊
23	网文	为了保证工人们往返便利，茶场还配备了客车专门接送	为了保证工人们往返便利茶场还配备了客车专门接送
23	百科	拭垢者显示的是一名希腊运动员在擦自己的汗和污垢	拭垢者显示的是一名希腊运动员在擦自己的汗和污垢
23	传媒	她历经艰辛，但内心的火焰并未熄灭，时机一到就会迸发	她历经艰辛但内心的火焰并未熄灭时机一到就会迸发
23	对话	哈哈，是啊，现在就有很多人吐槽呢，那个小龙女是真差啊	哈哈是啊现在就有很多人吐槽呢那个小龙女是真差啊
23	网文	有人将非遗等同于文物，认为非遗“可远观而不可亵玩焉”	有人将非遗等同于文物认为非遗可远观而不可亵玩焉
23	百科	* 姬新线：（←真庭市） - 刑部车站 - 丹治部车站 - 岩山车站 - 新见车站	姬新线真庭市刑部车站丹治部车站岩山车站新见车站
23	传媒	耿派即耿忠义创造的秦腔流派，人称“耿家流派”“兰州流派”	耿派即耿忠义创造的秦腔流派人称耿家流派兰州流派
23	对话	我和我的小伙伴都惊呆了你为什么不去找你的小伙伴	我和我的小伙伴都惊呆了你为什么不去找你的小伙伴
23	网文	其内容或简要点题，或揭示主旨，或交待背景，或渲染气氛	其内容或简要点题或揭示主旨或交待背景或渲染气氛
23	百科	斐迪南二世根据遗嘱成为蒂罗尔及大奥地利的统治者	斐迪南二世根据遗嘱成为蒂罗尔及大奥地利的统治者
23	传媒	二是推进依法监督，为加快发展现代化大农业保驾护航	二是推进依法监督为加快发展现代化大农业保驾护航
23	对话	鸡蛋一只打到碗里加糖打溶再加牛奶放锅里蒸就好啦	鸡蛋一只打到碗里加糖打溶再加牛奶放锅里蒸就好啦
23	网文	在玛丽亚的房间这一侧，最精美的当数化妆室和寝室了	在玛丽亚的房间这一侧最精美的当数化妆室和寝室了
23	百科	西厂直接听命于皇帝，不受其他任何机构和个人的节制	西厂直接听命于皇帝不受其他任何机构和个人的节制
23	传媒	”   目前，该校有近百名学生加入这项阳光体育大课间活动	目前该校有近百名学生加入这项阳光体育大课间活动
23	对话	哈哈啊你就是万花丛中的一点绿记得多拍我的塞萌帝	哈哈啊你就是万花丛中的一点绿记得多拍我的塞萌帝
23	网文	今后，我要以焦姐姐为模范，学习她勇敢面对困难的精神	今后我要以焦姐姐为模范学习她勇敢面对困难的精神
23	百科	* 科学院可能认为合适的其他科学家邀请他们提出建议	科学院可能认为合适的其他科学家邀请他们提出建议
23	传媒	在外部防护方面,数据保护的技术手段也必须相应提升	在外部防护方面数据保护的技术手段也必须相应提升
23	对话	我今天努努一个大把对面两个肉盾打到残，三杀真好听	我今天努努一个大把对面两个肉盾打到残三杀真好听
23	网文	写乐评的人要都能做到直抒胸臆，那文章就真的好看了	写乐评的人要都能做到直抒胸臆那文章就真的好看了
23	百科	丽江绒鼠个体很大，是绒鼠属指名亚属个体最大的物种	丽江绒鼠个体很大是绒鼠属指名亚属个体最大的物种
23	传媒	为了抵御匈奴南进，汉朝在要害之处，通川之道，设立城邑	为了抵御匈奴南进汉朝在要害之处通川之道设立城邑
23	对话	你的皮肤不够爷们儿就是一个“嫩”字了得还不让咬一口	你的皮肤不够爷们儿就是一个嫩字了得还不让咬一口
23	网文	在制造业中，区块链可以加强复杂供应链的合作和渠道	在制造业中区块链可以加强复杂供应链的合作和渠道
23	百科	槐安路工程是世界银行贷款城市交通项目的重点工程	槐安路工程是世界银行贷款城市交通项目的重点工程
23	传媒	这一观点为与会者提供了深刻的行业洞察和技术指导	这一观点为与会者提供了深刻的行业洞察和技术指导
23	对话	就是不想费事搜一大堆，要你这个娱乐圈小达人有何用	就是不想费事搜一大堆要你这个娱乐圈小达人有何用
23	网文	人们应该充分利用这三分之一的时间，为生命积蓄能量	人们应该充分利用这三分之一的时间为生命积蓄能量
23	百科	明末大理寺卿姚思孝回乡，购地建园，由董其昌题写横额	明末大理寺卿姚思孝回乡购地建园由董其昌题写横额
23	传媒	招标代理机构：新疆金浩然工程项目管理咨询有限公司	招标代理机构新疆金浩然工程项目管理咨询有限公司
23	对话	我发觉我近来喝茶很容易醉茶~铁观音、寿眉都不能喝了	我发觉我近来喝茶很容易醉茶铁观音寿眉都不能喝了
23	网文	专家来了几批，都说我们遇到了全国涌水量最大的隧道	专家来了几批都说我们遇到了全国涌水量最大的隧道
23	百科	为了纪念阿贝，球队的体育场就以恩斯特·阿贝所命名的	为了纪念阿贝球队的体育场就以恩斯特阿贝所命名的
23	传媒	“在医疗数据合作的过程中，数据安全成为了首要关注点	在医疗数据合作的过程中数据安全成为了首要关注点
23	对话	我不信我觉得钱倒是可以我已经成俗不可耐的妇人了	我不信我觉得钱倒是可以我已经成俗不可耐的妇人了
23	网文	其实，说起新绛民间的优秀锣鼓，可能三天三夜也讲不完	其实说起新绛民间的优秀锣鼓可能三天三夜也讲不完
23	百科	相比之下，也有一些评论家对库存系统的设计表示赞许	相比之下也有一些评论家对库存系统的设计表示赞许
23	传媒	“空中丝路”承载着开放的梦想，必将带来更多惊喜和希望	空中丝路承载着开放的梦想必将带来更多惊喜和希望
23	对话	南方真好北方的我已经盖了好几床被子在家吹暖风了	南方真好北方的我已经盖了好几床被子在家吹暖风了
23	网文	在这一阶段，企业积极开发各种新融合业务来实现增值	在这一阶段企业积极开发各种新融合业务来实现增值
23	百科	所有奖金以欧元为计算单位 (€); 双打奖金由搭挡两人均分	所有奖金以欧元为计算单位双打奖金由搭挡两人均分
23	传媒	高质量发展为什么是所有地区发展都必须贯彻的要求	高质量发展为什么是所有地区发展都必须贯彻的要求
23	对话	不要把爱情放第一位，除了爱情你还有很多事情要做的	不要把爱情放第一位除了爱情你还有很多事情要做的
23	网文	肝脏含有丰富的蛋白质，多种维生素和重要的矿物质等	肝脏含有丰富的蛋白质多种维生素和重要的矿物质等
23	百科	壬午军乱时，闵谦镐被暴动群众打死，于是闵泳焕辞了官	壬午军乱时闵谦镐被暴动群众打死于是闵泳焕辞了官
23	传媒	这样的角色，既是供销合作社的本质属性，又是价值所系	这样的角色既是供销合作社的本质属性又是价值所系
23	对话	我就是看着感觉对口的话写的不然大家都一样了是吧	我就是看着感觉对口的话写的不然大家都一样了是吧
23	网文	他强调圣伯多禄广场开启圣门礼仪的程序将非常简单	他强调圣伯多禄广场开启圣门礼仪的程序将非常简单
23	百科	他去旅行的地区包括意大利、法国、波兰、俄罗斯和乌克兰	他去旅行的地区包括意大利法国波兰俄罗斯和乌克兰
23	传媒	我们对此表示坚决反对、强烈谴责，向美方提出严正交涉	我们对此表示坚决反对强烈谴责向美方提出严正交涉
23	对话	期待第一次见深深的场景，我可能紧张的说不出来话吧	期待第一次见深深的场景我可能紧张的说不出来话吧
23	网文	如学校发生确诊病例，将关闭整个班级并进行密接追踪	如学校发生确诊病例将关闭整个班级并进行密接追踪
23	百科	大多数绿叶蔬菜也可以生吃，如在三明治中的配菜、沙拉	大多数绿叶蔬菜也可以生吃如在三明治中的配菜沙拉
23	传媒	目标在前，巴中如何用好“改革”之笔，书写高质量发展答卷	目标在前巴中如何用好改革之笔书写高质量发展答卷
23	对话	哈哈哈，昨天表哥和表弟同时订婚，你说我在中间好尴尬	哈哈哈昨天表哥和表弟同时订婚你说我在中间好尴尬
23	网文	汉朝的孙敬刻苦好学，每天一早就起来就读书，直至深夜	汉朝的孙敬刻苦好学每天一早就起来就读书直至深夜
23	百科	该市区原为一个半岛，但现今与城区大部隔着一个运河	该市区原为一个半岛但现今与城区大部隔着一个运河
23	传媒	交大一附院榆林医院传承西迁精神，积极响应国家战略	交大一附院榆林医院传承西迁精神积极响应国家战略
23	对话	给你个赞好想这样和老师说对于学渣来说背书真要命	给你个赞好想这样和老师说对于学渣来说背书真要命
23	网文	金融及财务支持机制（电力合同、大宗采购、建立合作关系）	金融及财务支持机制电力合同大宗采购建立合作关系
23	百科	* 成公亮曾打谱〈忘忧〉、〈凤翔千仞〉、〈桃源春晓〉、〈明君〉、〈孤竹君〉等曲	成公亮曾打谱忘忧凤翔千仞桃源春晓明君孤竹君等曲
23	传媒	如今，新飞行员刚出校门便上“战场”，与飞行前辈并肩战斗	如今新飞行员刚出校门便上战场与飞行前辈并肩战斗
23	对话	我们家的花都没人理，但是人家挺坚强的，过年也开花了	我们家的花都没人理但是人家挺坚强的过年也开花了
23	网文	在他之前，秦穆公三次攻打晋国都未果，被晋国死死压制	在他之前秦穆公三次攻打晋国都未果被晋国死死压制
23	百科	若双方想要复婚，须请来阿訇念经并重新举行婚礼仪式	若双方想要复婚须请来阿訇念经并重新举行婚礼仪式
23	传媒	业内人士表示，“专精特新”专板正在探索开拓三大新方向	业内人士表示专精特新专板正在探索开拓三大新方向
23	对话	我白天都睡醒来不是滋味各种饿各种不想一个人吃饭	我白天都睡醒来不是滋味各种饿各种不想一个人吃饭
23	网文	一学期的工夫没有白费，这两个班语文成绩都比较优异	一学期的工夫没有白费这两个班语文成绩都比较优异
23	百科	特莱利亚诺-雷曼西斯手抄本中的特佩约尔洛特尔形象	特莱利亚诺雷曼西斯手抄本中的特佩约尔洛特尔形象
23	传媒	春秋政治家范蠡著《范子计然》：“人参生上党，状类人形者善”	春秋政治家范蠡著范子计然人参生上党状类人形者善
23	对话	其实送东西给男生不在于你送什么，只要送了就可以了	其实送东西给男生不在于你送什么只要送了就可以了
23	网文	经上述方法处理后，一般能将废水处理达标，若对于成分	经上述方法处理后一般能将废水处理达标若对于成分
23	百科	西部主要栖息于西喀麦隆，西至塞内加尔和比奥科岛上	西部主要栖息于西喀麦隆西至塞内加尔和比奥科岛上
23	传媒	“科学研究的基本工具来自理论、实验和科学文献三方面	科学研究的基本工具来自理论实验和科学文献三方面
23	对话	让一让，让一让，给我们削猴党一个面子削猴党集合来了	让一让让一让给我们削猴党一个面子削猴党集合来了
23	网文	今天我们来为大家介绍的就是关于建筑方木的知识点	今天我们来为大家介绍的就是关于建筑方木的知识点
23	百科	面摊老板怂恿彦四郎参拜能带来好运的「三围稻荷」神社	面摊老板怂恿彦四郎参拜能带来好运的三围稻荷神社
23	传媒	这些区域经济条件不太好、交通不便，野生动物分布较广	这些区域经济条件不太好交通不便野生动物分布较广
23	对话	踢完没人给我发工资了，我就没钱买你家话梅和杨梅了	踢完没人给我发工资了我就没钱买你家话梅和杨梅了
23	网文	摩西也料想不到，连耶和华上帝给的妙方也会衍生枝节	摩西也料想不到连耶和华上帝给的妙方也会衍生枝节
23	百科	该报现在最大的读者来源是旅泰华人和台湾裔泰国人	该报现在最大的读者来源是旅泰华人和台湾裔泰国人
23	传媒	拓展“单一窗口”服务功能，推行“互联网+预通关”服务模式等	拓展单一窗口服务功能推行互联网预通关服务模式等
23	对话	我白天的课晚上没课不管了那么冷我没法上宁愿不上	我白天的课晚上没课不管了那么冷我没法上宁愿不上
23	网文	如盘庚本人所言“殷降大虐，先王不怀厥攸作，视民利用迁	如盘庚本人所言殷降大虐先王不怀厥攸作视民利用迁
23	百科	患者大多为男性（但不是全部），女性患者世界中极为罕见	患者大多为男性但不是全部女性患者世界中极为罕见
23	传媒	”“这里环境非常美，又有深厚的人文底蕴，住下就不想走了	这里环境非常美又有深厚的人文底蕴住下就不想走了
23	对话	锦州锦绣天地锦美整形对面就是我上面艾特的那家店	锦州锦绣天地锦美整形对面就是我上面艾特的那家店
23	网文	对于公共汽车站站名，“一般应当使用当地标准地名命名	对于公共汽车站站名一般应当使用当地标准地名命名
23	百科	在数学中，微分同胚是适用于微分流形范畴的同构概念	在数学中微分同胚是适用于微分流形范畴的同构概念
23	传媒	西电实现防伪技术新突破 飞秒激光塑造证卡专属“指纹”	西电实现防伪技术新突破飞秒激光塑造证卡专属指纹
23	对话	幸福往往就在一瞬间，你也要加油哦好的就不要错过了	幸福往往就在一瞬间你也要加油哦好的就不要错过了
23	网文	即便是国际大赛穿国家队战袍，乔伊娜也总能极度亮眼	即便是国际大赛穿国家队战袍乔伊娜也总能极度亮眼
23	百科	汉密尔顿提议通过设置新的进口关税来偿还新的国债	汉密尔顿提议通过设置新的进口关税来偿还新的国债
23	传媒	”　　四　　荆州刺史沈攸之反叛，朝中重臣袁粲等都参与了谋划	四荆州刺史沈攸之反叛朝中重臣袁粲等都参与了谋划
23	对话	哎呦，不要说得这么直白吗，虽然是吃货，也是想你的吃货	哎呦不要说得这么直白吗虽然是吃货也是想你的吃货
23	网文	然而，自由主义废除了意识形态斗争，提倡无原则的和平	然而自由主义废除了意识形态斗争提倡无原则的和平
23	百科	在国富论一书里最知名也最常被后人引用的两句话是：	在国富论一书里最知名也最常被后人引用的两句话是
23	传媒	多部门协作，本意在于集合众智、汇聚众力，共同攻克难关	多部门协作本意在于集合众智汇聚众力共同攻克难关
23	对话	明天就要离开家了，为了忘记你走上了背井离乡的日子	明天就要离开家了为了忘记你走上了背井离乡的日子
23	网文	因为他清楚知道他献身传道，成为使徒，是蒙了神的呼召	因为他清楚知道他献身传道成为使徒是蒙了神的呼召
23	百科	根据法规，下列人员享有提交诺贝尔化学奖提案的权利：	根据法规下列人员享有提交诺贝尔化学奖提案的权利
23	传媒	建筑外墙装修装饰和保温工程禁止使用易燃可燃材料	建筑外墙装修装饰和保温工程禁止使用易燃可燃材料
23	对话	你想法就没对，自己就不能偷学点，就觉得自己是在陪读	你想法就没对自己就不能偷学点就觉得自己是在陪读
23	网文	从国外企业在研究上的步步紧随，谈到产业化的迫切性	从国外企业在研究上的步步紧随谈到产业化的迫切性
23	百科	李得阳，字伯英，号景渠，直隶广德州人，军籍，明朝政治人物	李得阳字伯英号景渠直隶广德州人军籍明朝政治人物
23	传媒	中新网记者 戴小橦 摄　　此次专场演出为《南强颂》首次来港	中新网记者戴小橦摄此次专场演出为南强颂首次来港
23	对话	午餐和晚餐适量减少分量，但是蔬菜蛋白等都需要摄入	午餐和晚餐适量减少分量但是蔬菜蛋白等都需要摄入
23	网文	同时做好确保转移人员工作，做到不留一人，并妥善安置	同时做好确保转移人员工作做到不留一人并妥善安置
23	百科	科茨报道的新闻被指控含有偏见以及未经证实的信息	科茨报道的新闻被指控含有偏见以及未经证实的信息
23	传媒	去年底，连队组织官兵将新年心愿写下来，挂在许愿树上	去年底连队组织官兵将新年心愿写下来挂在许愿树上
23	对话	你上面的他都回了，你问得这个问题挺有价值的我感觉	你上面的他都回了你问得这个问题挺有价值的我感觉
23	网文	他姓宗祠只设清明祭，熊、屈二祠设两祭，祭了清明祭端午	他姓宗祠只设清明祭熊屈二祠设两祭祭了清明祭端午
23	百科	后者以教区主教为领衔，但是并没有实质的教区管理权	后者以教区主教为领衔但是并没有实质的教区管理权
23	传媒	香港教育大学代表团访湘 加强湘港爱国主义教育合作	香港教育大学代表团访湘加强湘港爱国主义教育合作
23	对话	哈哈哈哈哈哈哈哈为什么要到别人桌哈哈哈哈哈哈哈	哈哈哈哈哈哈哈哈为什么要到别人桌哈哈哈哈哈哈哈
23	网文	“降成本”“降门槛”正在进行当中，还有不少落实的工作要做	降成本降门槛正在进行当中还有不少落实的工作要做
23	百科	在一般的恒星 (像太阳的恒星) ，大气中的氧含量都比碳多	在一般的恒星像太阳的恒星大气中的氧含量都比碳多
23	传媒	对于特定领域、专业需求的志愿服务，需要具备准入资格	对于特定领域专业需求的志愿服务需要具备准入资格
23	对话	我也不吃的，但是我也不反对别人吃，别偷人家狗就行了	我也不吃的但是我也不反对别人吃别偷人家狗就行了
